age,gender,education_level,education_mismatch,sector_of_interest,current_employment_sector,formal_informal,region,location_type,monthly_income,region_employment_rate,regional_unemployment_rate,unemployment_duration,digital_skills_level,technical_skills,training_participation,program_type,household_income,household_size,employment_outcome,intervention_effectiveness,employment_duration_post_intervention,youth_unemployment_rate,urban_rural_employment_rate
16,Male,TVET,False,ICT,ICT,Formal,Kigali,Rural,104735.36,74.5,26.97,,Intermediate,"['Marketing', 'Project Management']",False,,Low,1,True,Ineffective,4.0,19.4,51.07
20,Male,TVET,False,Construction,Construction,Informal,Kigali,Urban,292998.08,71.43,11.19,,Basic,['Data Analysis'],True,Vocational Training,Medium,8,True,Effective,10.0,19.4,51.92
17,Male,University,False,Education,Education,Informal,Kigali,Rural,211622.14,71.83,16.38,,Basic,[],False,,Low,7,True,Effective,7.0,19.4,42.7
17,Male,Secondary,True,Agriculture,,,Southern,Rural,,81.24,28.31,24.0,Basic,['Coding'],False,,Low,7,False,,,19.4,41.28
19,Female,TVET,False,Education,Education,Informal,Western,Rural,157842.09,80.86,28.73,,Intermediate,[],False,,Low,8,True,Ineffective,11.0,19.4,64.64
25,Female,Primary or Less,False,Education,,,Kigali,Urban,,51.28,11.79,,Advanced,['Data Analysis'],False,,High,6,False,,,19.4,71.61
17,Female,Primary or Less,False,Education,Education,Formal,Eastern,Rural,156524.82,47.47,29.91,,Basic,['Data Analysis'],True,Vocational Training,High,5,True,Ineffective,11.0,19.4,62.75
24,Female,University,False,Healthcare,,,Eastern,Rural,,77.48,21.83,9.0,Advanced,['Data Analysis'],True,Vocational Training,High,7,False,,,19.4,58.75
21,Female,TVET,True,Agriculture,,,Southern,Rural,,43.35,15.88,10.0,Advanced,[],True,Business Development,Low,7,False,,,19.4,73.8
23,Male,Primary or Less,False,Education,Education,Formal,Southern,Rural,50355.43,52.31,15.47,,Intermediate,['Coding'],False,,Low,5,True,Moderately Effective,12.0,19.4,54.98
18,Male,Primary or Less,True,ICT,,,Western,Rural,,41.65,27.47,20.0,Intermediate,['Coding'],True,Business Development,High,1,False,,,19.4,79.78
24,Male,TVET,True,Education,,,Northern,Rural,,47.63,23.02,2.0,Intermediate,['Coding'],False,,High,8,False,,,19.4,62.43
23,Male,TVET,False,Construction,Construction,Informal,Western,Rural,210457.73,41.28,12.43,,Basic,"['Marketing', 'Project Management']",True,Digital Skills,Medium,5,True,Moderately Effective,10.0,19.4,55.76
23,Female,Secondary,False,Healthcare,Healthcare,Informal,Northern,Rural,239632.32,57.94,24.36,,Advanced,[],False,,High,6,True,Moderately Effective,9.0,19.4,42.86
22,Male,Primary or Less,False,Education,,,Eastern,Rural,,86.74,27.54,,Intermediate,['Data Analysis'],False,,High,1,False,,,19.4,44.84
17,Female,Secondary,False,Agriculture,Agriculture,Formal,Eastern,Rural,77437.68,44.89,14.92,,Intermediate,[],False,,Medium,2,True,Effective,6.0,19.4,50.34
17,Female,Primary or Less,False,Healthcare,,,Southern,Rural,,67.74,16.91,,Basic,"['Marketing', 'Project Management']",True,Business Development,Low,2,False,,,19.4,41.76
16,Male,University,False,Construction,,,Northern,Urban,,65.53,12.85,,Advanced,['Coding'],True,Digital Skills,Low,5,False,,,19.4,78.0
23,Male,Primary or Less,False,Construction,,,Northern,Rural,,71.08,14.35,,Intermediate,"['Marketing', 'Project Management']",True,,Medium,5,False,,,19.4,46.85
19,Male,Primary or Less,True,Healthcare,,,Kigali,Urban,,83.08,21.64,21.0,Basic,['Coding'],False,,Low,7,False,,,19.4,50.87
25,Female,University,False,Construction,,,Kigali,Urban,,54.32,22.77,15.0,Intermediate,"['Marketing', 'Project Management']",True,,High,6,False,,,19.4,68.03
17,Female,University,False,Education,Education,Formal,Kigali,Rural,235029.36,75.51,10.81,,Intermediate,['Coding'],True,Vocational Training,Low,1,True,Moderately Effective,10.0,19.4,60.93
22,Female,University,False,Agriculture,Agriculture,Formal,Western,Urban,188580.35,68.18,10.31,,Intermediate,['Data Analysis'],True,Business Development,High,2,True,Effective,9.0,19.4,54.05
17,Female,Secondary,False,Retail,Retail,Informal,Northern,Rural,296622.5,76.91,14.23,,Basic,['Data Analysis'],False,,High,7,True,Effective,3.0,19.4,66.15
23,Female,Primary or Less,False,Education,Education,Informal,Kigali,Urban,60442.26,74.54,13.27,,Intermediate,[],True,Business Development,Low,5,True,Ineffective,8.0,19.4,72.35
20,Female,TVET,False,ICT,ICT,Formal,Eastern,Rural,127132.55,46.07,11.31,,Advanced,['Data Analysis'],False,,Low,8,True,Ineffective,12.0,19.4,74.9
22,Male,Primary or Less,False,Construction,Construction,Informal,Northern,Urban,58465.78,85.84,20.29,,Advanced,[],False,,High,3,True,Effective,11.0,19.4,57.05
20,Male,Secondary,False,Retail,Retail,Informal,Kigali,Urban,158187.26,67.77,10.75,,Advanced,['Data Analysis'],False,,Medium,3,True,Moderately Effective,2.0,19.4,42.22
24,Male,University,False,Construction,,,Kigali,Urban,,51.86,18.98,,Advanced,[],False,,Medium,5,False,,,19.4,60.03
19,Male,Primary or Less,False,Construction,,,Southern,Rural,,55.46,17.32,,Advanced,[],False,,High,8,False,,,19.4,73.49
25,Male,University,False,Construction,,,Western,Rural,,68.19,26.65,5.0,Advanced,[],True,Vocational Training,Low,4,False,,,19.4,45.44
19,Female,TVET,False,ICT,ICT,Formal,Southern,Rural,242459.57,45.65,15.54,,Basic,[],False,,Medium,1,True,Ineffective,3.0,19.4,73.02
17,Male,Secondary,False,Healthcare,,,Southern,Rural,,40.93,12.62,,Basic,['Coding'],False,,Medium,8,False,,,19.4,78.29
22,Female,TVET,False,Healthcare,,,Western,Rural,,75.0,22.44,,Basic,[],False,,Medium,2,False,,,19.4,52.86
21,Female,University,False,ICT,,,Western,Rural,,44.23,27.24,16.0,Advanced,['Data Analysis'],False,,Medium,6,False,,,19.4,46.43
24,Female,TVET,False,Healthcare,Healthcare,Informal,Northern,Urban,243347.03,81.44,28.13,,Advanced,"['Marketing', 'Project Management']",True,,High,4,True,Moderately Effective,11.0,19.4,75.24
25,Female,University,False,Education,Education,Formal,Kigali,Rural,228646.72,78.95,25.33,,Basic,"['Marketing', 'Project Management']",True,,High,6,True,Ineffective,5.0,19.4,57.98
24,Male,TVET,True,Education,,,Eastern,Rural,,55.9,13.89,4.0,Basic,['Coding'],False,,Medium,3,False,,,19.4,57.7
18,Female,Primary or Less,False,Healthcare,,,Northern,Rural,,79.46,26.72,,Intermediate,['Coding'],False,,Low,4,False,,,19.4,79.5
22,Male,University,False,ICT,,,Eastern,Rural,,55.05,18.69,23.0,Intermediate,[],True,,High,6,False,,,19.4,68.81
19,Female,Primary or Less,True,ICT,,,Northern,Rural,,64.49,27.78,20.0,Advanced,"['Marketing', 'Project Management']",False,,High,1,False,,,19.4,78.64
25,Female,University,False,Construction,,,Western,Rural,,86.4,26.95,,Intermediate,[],False,,Medium,4,False,,,19.4,47.82
17,Female,TVET,False,Agriculture,,,Western,Rural,,87.69,28.33,,Intermediate,"['Marketing', 'Project Management']",False,,High,1,False,,,19.4,73.08
19,Male,University,False,Agriculture,,,Western,Rural,,86.75,13.77,8.0,Advanced,['Data Analysis'],False,,Low,6,False,,,19.4,57.73
17,Male,University,False,Retail,,,Northern,Rural,,64.11,28.98,,Advanced,[],True,Business Development,Medium,7,False,,,19.4,75.36
20,Female,TVET,False,Healthcare,Healthcare,Formal,Western,Urban,195029.41,85.49,15.23,,Advanced,['Coding'],False,,Low,4,True,Ineffective,2.0,19.4,63.85
16,Male,Secondary,True,Retail,,,Kigali,Urban,,60.01,28.0,19.0,Advanced,['Coding'],True,Digital Skills,Medium,5,False,,,19.4,77.06
17,Female,University,False,Healthcare,Healthcare,Formal,Eastern,Rural,299456.82,69.41,19.25,,Intermediate,['Data Analysis'],True,Business Development,Medium,3,True,Ineffective,4.0,19.4,73.0
18,Male,TVET,False,ICT,ICT,Informal,Northern,Urban,253242.99,45.83,15.55,,Basic,['Data Analysis'],True,Digital Skills,High,4,True,Effective,3.0,19.4,35.8
18,Male,TVET,False,Construction,Construction,Formal,Western,Urban,223828.59,73.7,17.41,,Advanced,['Data Analysis'],False,,Medium,6,True,Effective,4.0,19.4,32.52
25,Female,Primary or Less,False,Agriculture,Agriculture,Informal,Eastern,Rural,208548.67,51.12,24.77,,Advanced,[],False,,High,4,True,Ineffective,3.0,19.4,58.98
21,Female,University,False,Agriculture,Agriculture,Informal,Kigali,Urban,146874.37,80.16,25.18,,Advanced,['Data Analysis'],False,,Low,1,True,Effective,1.0,19.4,60.69
21,Female,Secondary,True,Agriculture,,,Northern,Rural,,85.84,19.98,21.0,Intermediate,[],True,,High,2,False,,,19.4,40.35
23,Female,TVET,True,Agriculture,,,Western,Rural,,53.97,17.84,13.0,Intermediate,"['Marketing', 'Project Management']",False,,Medium,8,False,,,19.4,44.17
25,Male,TVET,False,Healthcare,,,Eastern,Urban,,65.8,22.87,,Intermediate,['Coding'],True,Vocational Training,High,2,False,,,19.4,51.27
20,Male,University,False,Construction,,,Northern,Rural,,66.32,15.84,,Intermediate,"['Marketing', 'Project Management']",True,Vocational Training,Medium,2,False,,,19.4,50.47
25,Female,Primary or Less,True,Education,,,Western,Rural,,68.99,20.32,12.0,Basic,[],False,,Low,1,False,,,19.4,63.89
22,Female,Secondary,False,Agriculture,,,Eastern,Urban,,74.89,23.56,,Basic,"['Marketing', 'Project Management']",False,,High,8,False,,,19.4,78.38
16,Female,Secondary,False,Retail,Retail,Formal,Northern,Rural,80973.06,45.64,11.24,,Basic,['Coding'],False,,Low,3,True,Moderately Effective,5.0,19.4,60.72
19,Male,TVET,False,Retail,,,Western,Rural,,66.05,28.45,,Advanced,['Coding'],False,,Medium,3,False,,,19.4,46.42
17,Male,Primary or Less,False,Retail,,,Northern,Rural,,51.67,17.24,,Advanced,[],False,,Low,4,False,,,19.4,69.55
23,Female,Secondary,False,Agriculture,,,Western,Rural,,58.85,22.57,,Advanced,['Coding'],True,Digital Skills,Low,4,False,,,19.4,57.46
24,Female,Primary or Less,False,Agriculture,,,Southern,Rural,,48.83,29.36,,Intermediate,"['Marketing', 'Project Management']",True,Business Development,Low,6,False,,,19.4,56.81
17,Female,University,False,Construction,Construction,Informal,Western,Rural,206918.06,68.58,14.7,,Intermediate,"['Marketing', 'Project Management']",False,,Low,6,True,Ineffective,5.0,19.4,79.61
18,Female,TVET,False,Healthcare,Healthcare,Informal,Eastern,Rural,112330.23,57.12,12.96,,Basic,['Data Analysis'],False,,Low,8,True,Moderately Effective,6.0,19.4,73.17
24,Male,University,False,ICT,,,Eastern,Rural,,57.29,18.9,,Basic,"['Marketing', 'Project Management']",False,,High,8,False,,,19.4,58.42
20,Female,Secondary,False,Healthcare,Healthcare,Formal,Western,Rural,280952.72,77.06,12.47,,Basic,['Coding'],True,Digital Skills,Medium,3,True,Moderately Effective,6.0,19.4,72.99
17,Male,Secondary,False,Agriculture,Agriculture,Formal,Kigali,Urban,206678.01,76.44,29.2,,Basic,['Data Analysis'],True,Digital Skills,Low,3,True,Effective,6.0,19.4,50.23
21,Male,Secondary,False,Retail,Retail,Formal,Western,Rural,118986.33,82.03,14.38,,Intermediate,['Coding'],False,,Medium,3,True,Ineffective,6.0,19.4,67.28
17,Female,Primary or Less,False,Retail,Retail,Informal,Kigali,Urban,216997.19,83.95,24.8,,Intermediate,['Coding'],False,,Low,7,True,Effective,8.0,19.4,39.48
19,Male,TVET,False,Retail,Retail,Formal,Eastern,Rural,178798.07,58.11,22.51,,Intermediate,[],False,,Medium,4,True,Effective,8.0,19.4,56.07
25,Female,TVET,True,ICT,,,Northern,Rural,,52.8,20.57,24.0,Intermediate,"['Marketing', 'Project Management']",True,Vocational Training,Low,6,False,,,19.4,70.71
25,Male,Secondary,False,ICT,,,Southern,Rural,,73.04,11.46,,Intermediate,['Data Analysis'],False,,Medium,2,False,,,19.4,73.19
22,Female,Primary or Less,False,Education,Education,Formal,Eastern,Rural,148253.36,85.39,19.37,,Intermediate,"['Marketing', 'Project Management']",True,Business Development,Medium,6,True,Effective,7.0,19.4,63.45
16,Female,University,False,Retail,Retail,Informal,Northern,Urban,53572.65,41.68,29.5,,Advanced,['Data Analysis'],True,Digital Skills,Low,6,True,Effective,11.0,19.4,40.51
16,Female,Secondary,False,Healthcare,Healthcare,Informal,Kigali,Urban,233285.42,84.69,19.3,,Intermediate,['Data Analysis'],True,Business Development,Low,2,True,Moderately Effective,4.0,19.4,65.75
17,Female,University,False,Healthcare,Healthcare,Informal,Western,Urban,188362.88,79.18,18.68,,Advanced,['Coding'],True,Vocational Training,Medium,1,True,Ineffective,5.0,19.4,34.33
18,Female,Primary or Less,False,Construction,Construction,Formal,Kigali,Urban,253889.79,78.34,20.99,,Advanced,"['Marketing', 'Project Management']",False,,Medium,1,True,Effective,4.0,19.4,64.11
16,Male,Secondary,False,Construction,,,Eastern,Rural,,48.2,19.82,,Advanced,['Data Analysis'],True,Vocational Training,Low,7,False,,,19.4,53.62
19,Male,TVET,False,Agriculture,Agriculture,Formal,Kigali,Urban,282476.14,60.5,13.68,,Advanced,['Coding'],False,,Medium,4,True,Moderately Effective,2.0,19.4,56.7
22,Male,University,False,ICT,ICT,Formal,Eastern,Rural,255010.22,85.96,22.94,,Intermediate,[],True,,High,2,True,Effective,2.0,19.4,56.97
20,Female,University,False,Agriculture,Agriculture,Informal,Northern,Rural,99146.5,58.81,26.79,,Advanced,['Data Analysis'],True,Vocational Training,Medium,6,True,Effective,6.0,19.4,72.0
20,Male,Primary or Less,False,Healthcare,Healthcare,Informal,Eastern,Urban,252961.82,44.94,13.7,,Basic,[],False,,High,6,True,Ineffective,10.0,19.4,55.61
17,Male,Secondary,False,Agriculture,Agriculture,Formal,Northern,Rural,176595.23,57.0,26.54,,Advanced,"['Marketing', 'Project Management']",True,,High,7,True,Ineffective,12.0,19.4,73.07
25,Female,University,False,Construction,,,Western,Urban,,74.52,17.5,,Intermediate,['Data Analysis'],True,Business Development,Low,3,False,,,19.4,74.03
18,Female,Primary or Less,True,Healthcare,,,Southern,Rural,,82.6,26.54,14.0,Advanced,[],False,,Low,6,False,,,19.4,72.74
16,Male,Primary or Less,False,Healthcare,Healthcare,Formal,Western,Urban,204212.03,76.86,27.25,,Advanced,[],True,Vocational Training,High,2,True,Ineffective,12.0,19.4,60.19
22,Male,Primary or Less,False,Construction,Construction,Informal,Eastern,Urban,177932.66,53.93,23.44,,Intermediate,['Coding'],False,,Medium,4,True,Effective,6.0,19.4,65.02
16,Male,University,False,Construction,Construction,Formal,Eastern,Rural,69998.96,48.63,15.44,,Basic,['Coding'],False,,Low,6,True,Ineffective,12.0,19.4,74.96
18,Male,Secondary,False,Retail,Retail,Informal,Southern,Rural,255737.92,59.97,26.96,,Basic,['Coding'],False,,High,3,True,Ineffective,10.0,19.4,62.79
24,Male,TVET,False,Education,,,Western,Rural,,78.76,22.96,,Intermediate,['Coding'],False,,Medium,1,False,,,19.4,77.85
17,Female,University,False,Agriculture,,,Kigali,Rural,,78.88,11.39,,Intermediate,[],False,,Low,4,False,,,19.4,50.58
23,Male,University,False,Retail,Retail,Informal,Southern,Rural,296321.51,80.41,24.46,,Advanced,"['Marketing', 'Project Management']",True,Vocational Training,High,1,True,Moderately Effective,8.0,19.4,45.22
25,Male,Primary or Less,False,Healthcare,,,Kigali,Urban,,51.87,12.71,,Intermediate,['Coding'],True,,Medium,4,False,,,19.4,65.46
24,Male,Secondary,False,ICT,ICT,Informal,Northern,Urban,97665.36,86.46,15.31,,Advanced,[],True,Digital Skills,Low,5,True,Moderately Effective,12.0,19.4,66.94
20,Male,Secondary,False,Construction,,,Kigali,Urban,,84.07,15.74,,Advanced,['Coding'],True,Vocational Training,High,7,False,,,19.4,59.18
19,Male,TVET,False,Agriculture,Agriculture,Informal,Eastern,Rural,166802.26,54.85,27.42,,Advanced,[],True,,High,3,True,Moderately Effective,8.0,19.4,64.62
24,Female,TVET,True,Construction,,,Eastern,Rural,,71.35,14.3,23.0,Advanced,['Coding'],False,,High,2,False,,,19.4,69.76
16,Male,Secondary,False,ICT,ICT,Informal,Western,Urban,228378.11,52.43,17.06,,Basic,['Coding'],True,Business Development,High,8,True,Effective,11.0,19.4,60.03
19,Male,University,False,Education,,,Northern,Rural,,79.82,29.81,12.0,Advanced,"['Marketing', 'Project Management']",False,,High,5,False,,,19.4,55.27
16,Male,Primary or Less,True,ICT,,,Kigali,Urban,,67.43,18.07,2.0,Intermediate,"['Marketing', 'Project Management']",True,Business Development,High,4,False,,,19.4,43.22
22,Male,TVET,False,ICT,ICT,Informal,Eastern,Rural,158085.9,72.91,13.03,,Basic,['Coding'],False,,Medium,6,True,Effective,9.0,19.4,66.77
16,Female,Primary or Less,True,Construction,,,Western,Rural,,43.84,25.35,14.0,Basic,['Data Analysis'],False,,Medium,8,False,,,19.4,50.29
21,Male,Secondary,True,Education,,,Southern,Rural,,71.9,18.87,6.0,Intermediate,['Coding'],False,,High,6,False,,,19.4,67.0
21,Male,Secondary,False,Education,Education,Informal,Northern,Rural,63455.1,43.75,26.92,,Intermediate,[],True,Vocational Training,Medium,2,True,Ineffective,1.0,19.4,64.46
16,Female,University,False,Education,,,Western,Rural,,89.74,19.12,,Basic,"['Marketing', 'Project Management']",True,,Low,4,False,,,19.4,34.99
25,Male,TVET,False,ICT,ICT,Informal,Western,Rural,142076.29,65.01,14.52,,Basic,['Coding'],True,Vocational Training,High,2,True,Effective,9.0,19.4,63.15
17,Male,TVET,True,Retail,,,Western,Rural,,71.53,11.57,12.0,Advanced,"['Marketing', 'Project Management']",False,,High,6,False,,,19.4,71.01
22,Male,TVET,False,Agriculture,Agriculture,Formal,Eastern,Rural,85993.52,58.91,16.63,,Advanced,[],True,Business Development,High,7,True,Ineffective,4.0,19.4,52.25
21,Female,TVET,False,Education,Education,Informal,Northern,Urban,166203.31,48.78,13.23,,Basic,['Data Analysis'],False,,Medium,4,True,Ineffective,4.0,19.4,50.69
17,Male,Secondary,False,Education,Education,Formal,Western,Rural,281888.55,45.53,26.57,,Basic,['Data Analysis'],True,Digital Skills,Low,6,True,Effective,4.0,19.4,67.1
18,Female,TVET,False,Education,Education,Informal,Western,Rural,282771.64,65.64,12.36,,Advanced,['Coding'],False,,Low,6,True,Moderately Effective,2.0,19.4,75.42
19,Male,TVET,False,Construction,Construction,Formal,Eastern,Urban,53971.5,71.14,28.51,,Intermediate,['Data Analysis'],False,,High,1,True,Ineffective,5.0,19.4,30.92
21,Male,University,False,Healthcare,Healthcare,Formal,Southern,Rural,87727.48,65.94,21.38,,Basic,"['Marketing', 'Project Management']",True,Digital Skills,Medium,2,True,Effective,9.0,19.4,77.64
17,Male,University,False,Construction,,,Southern,Rural,,82.44,28.75,20.0,Intermediate,[],False,,Medium,1,False,,,19.4,73.64
22,Male,TVET,False,Education,Education,Formal,Southern,Urban,126515.5,65.63,13.34,,Intermediate,"['Marketing', 'Project Management']",False,,Medium,4,True,Ineffective,2.0,19.4,52.2
21,Male,TVET,False,Agriculture,Agriculture,Informal,Southern,Rural,115458.5,66.24,12.25,,Advanced,['Coding'],True,,Low,3,True,Moderately Effective,10.0,19.4,54.5
16,Female,University,False,Construction,,,Southern,Urban,,64.07,27.35,,Intermediate,[],True,Business Development,Low,3,False,,,19.4,52.14
22,Female,TVET,False,Agriculture,,,Eastern,Rural,,41.45,25.33,,Advanced,['Data Analysis'],False,,High,3,False,,,19.4,60.34
21,Male,University,False,Education,,,Eastern,Rural,,50.2,29.65,,Basic,"['Marketing', 'Project Management']",False,,Medium,1,False,,,19.4,68.53
25,Male,TVET,False,Construction,Construction,Informal,Eastern,Urban,52661.16,52.66,25.43,,Intermediate,['Data Analysis'],False,,High,2,True,Ineffective,7.0,19.4,74.04
24,Female,Secondary,False,Healthcare,Healthcare,Formal,Eastern,Urban,109277.45,72.24,18.63,,Intermediate,"['Marketing', 'Project Management']",True,,Low,3,True,Moderately Effective,5.0,19.4,64.84
19,Male,Secondary,False,ICT,,,Eastern,Rural,,49.94,19.47,,Intermediate,[],True,Digital Skills,High,8,False,,,19.4,61.92
23,Male,University,False,ICT,ICT,Informal,Kigali,Urban,96836.76,72.62,28.66,,Basic,[],True,Business Development,High,5,True,Moderately Effective,2.0,19.4,69.29
19,Female,TVET,False,Education,Education,Informal,Southern,Rural,55306.71,73.18,22.77,,Basic,['Data Analysis'],False,,High,2,True,Ineffective,3.0,19.4,63.89
18,Male,Secondary,True,ICT,,,Northern,Rural,,56.5,12.54,18.0,Basic,[],False,,Low,3,False,,,19.4,77.51
21,Female,University,False,Retail,,,Eastern,Rural,,71.32,26.54,,Intermediate,['Data Analysis'],True,Vocational Training,Medium,7,False,,,19.4,52.69
17,Male,University,False,ICT,,,Western,Rural,,45.17,24.28,17.0,Basic,[],False,,Medium,2,False,,,19.4,59.37
22,Male,University,False,Education,Education,Formal,Western,Urban,299077.77,71.95,23.04,,Advanced,['Data Analysis'],False,,Medium,6,True,Ineffective,9.0,19.4,40.0
22,Female,University,False,Agriculture,Agriculture,Formal,Northern,Rural,95174.57,88.67,28.67,,Basic,[],False,,Low,4,True,Moderately Effective,4.0,19.4,69.19
23,Male,University,False,Construction,Construction,Formal,Kigali,Urban,129337.12,61.28,27.21,,Advanced,['Coding'],False,,Medium,4,True,Moderately Effective,11.0,19.4,62.35
21,Female,University,False,Construction,Construction,Formal,Northern,Rural,201302.45,80.67,29.92,,Basic,['Data Analysis'],True,Business Development,Medium,2,True,Moderately Effective,9.0,19.4,78.77
25,Female,TVET,False,ICT,ICT,Informal,Southern,Rural,237945.09,58.6,22.11,,Basic,['Data Analysis'],True,Digital Skills,Low,6,True,Effective,3.0,19.4,62.87
25,Female,TVET,True,ICT,,,Western,Urban,,62.82,13.82,9.0,Basic,['Data Analysis'],True,Digital Skills,High,7,False,,,19.4,57.15
20,Female,University,False,ICT,,,Northern,Rural,,76.65,10.66,5.0,Advanced,['Coding'],True,Business Development,Medium,5,False,,,19.4,30.28
17,Male,TVET,True,Agriculture,,,Kigali,Rural,,84.99,24.66,9.0,Basic,['Coding'],True,Business Development,High,8,False,,,19.4,47.76
19,Male,University,False,Education,,,Western,Rural,,56.87,19.44,,Basic,['Data Analysis'],True,Vocational Training,High,7,False,,,19.4,51.62
17,Female,TVET,False,Education,Education,Informal,Eastern,Rural,237692.04,71.66,28.42,,Advanced,['Coding'],False,,Medium,1,True,Moderately Effective,7.0,19.4,46.19
20,Female,TVET,False,Education,,,Eastern,Urban,,70.69,17.43,,Advanced,[],False,,Low,7,False,,,19.4,76.1
25,Male,University,False,Healthcare,Healthcare,Formal,Western,Rural,78694.26,56.05,24.8,,Basic,['Data Analysis'],True,,High,2,True,Moderately Effective,5.0,19.4,43.68
23,Male,Secondary,False,Construction,Construction,Informal,Eastern,Rural,154320.01,72.57,20.31,,Intermediate,['Data Analysis'],False,,High,1,True,Moderately Effective,5.0,19.4,73.73
22,Female,University,False,Healthcare,Healthcare,Informal,Western,Urban,90394.55,86.21,29.91,,Intermediate,['Coding'],False,,High,8,True,Effective,9.0,19.4,54.31
20,Male,University,False,Healthcare,,,Western,Rural,,84.23,22.77,16.0,Advanced,['Coding'],True,Vocational Training,Low,8,False,,,19.4,73.83
21,Male,Secondary,False,Healthcare,Healthcare,Formal,Eastern,Rural,144153.5,57.84,16.31,,Advanced,"['Marketing', 'Project Management']",True,Business Development,Low,3,True,Moderately Effective,4.0,19.4,53.8
24,Male,Primary or Less,False,Healthcare,Healthcare,Informal,Eastern,Rural,84250.43,48.53,16.26,,Advanced,"['Marketing', 'Project Management']",True,Business Development,High,8,True,Ineffective,2.0,19.4,79.55
22,Male,Secondary,False,Healthcare,Healthcare,Formal,Northern,Rural,87632.63,59.97,15.51,,Intermediate,['Data Analysis'],False,,High,3,True,Effective,11.0,19.4,50.41
19,Male,Secondary,False,ICT,ICT,Formal,Eastern,Rural,203937.82,84.97,20.21,,Advanced,"['Marketing', 'Project Management']",True,Digital Skills,High,2,True,Moderately Effective,4.0,19.4,34.53
21,Female,Primary or Less,False,Healthcare,Healthcare,Informal,Kigali,Rural,239174.19,60.36,28.37,,Advanced,['Coding'],False,,Low,4,True,Ineffective,3.0,19.4,50.2
19,Male,University,False,Healthcare,,,Eastern,Rural,,87.67,13.21,,Intermediate,['Data Analysis'],False,,Medium,1,False,,,19.4,42.4
20,Female,Primary or Less,False,Retail,Retail,Informal,Southern,Rural,61943.29,57.41,23.61,,Intermediate,"['Marketing', 'Project Management']",True,Digital Skills,High,8,True,Effective,10.0,19.4,56.23
18,Male,Secondary,False,Healthcare,,,Eastern,Urban,,44.37,23.9,,Advanced,"['Marketing', 'Project Management']",True,,Low,2,False,,,19.4,79.8
25,Female,TVET,False,Healthcare,,,Western,Rural,,84.05,28.24,,Basic,['Data Analysis'],True,Business Development,Low,1,False,,,19.4,67.22
25,Female,Secondary,True,Education,,,Northern,Urban,,57.04,15.94,6.0,Advanced,['Coding'],False,,High,4,False,,,19.4,52.08
24,Female,Primary or Less,False,Agriculture,Agriculture,Formal,Eastern,Rural,119062.72,81.33,17.71,,Advanced,"['Marketing', 'Project Management']",True,,Low,8,True,Moderately Effective,5.0,19.4,68.06
19,Male,TVET,False,ICT,ICT,Formal,Southern,Rural,76213.73,69.65,26.73,,Intermediate,"['Marketing', 'Project Management']",True,Digital Skills,Medium,7,True,Ineffective,2.0,19.4,79.27
25,Female,University,False,ICT,ICT,Informal,Western,Rural,166529.82,41.91,16.92,,Advanced,['Coding'],False,,High,6,True,Moderately Effective,1.0,19.4,61.4
19,Female,TVET,False,ICT,ICT,Formal,Kigali,Rural,93998.34,57.24,26.48,,Basic,['Data Analysis'],True,Business Development,Medium,5,True,Ineffective,9.0,19.4,76.81
16,Female,Secondary,False,ICT,,,Southern,Rural,,82.6,16.92,,Advanced,['Coding'],True,Vocational Training,Low,4,False,,,19.4,75.58
18,Female,TVET,True,Retail,,,Kigali,Urban,,59.95,24.83,18.0,Basic,['Coding'],False,,Medium,7,False,,,19.4,77.95
21,Male,University,False,Retail,Retail,Formal,Northern,Urban,176596.39,53.43,15.23,,Advanced,[],True,Vocational Training,Low,8,True,Ineffective,5.0,19.4,51.28
24,Male,Secondary,False,Education,Education,Formal,Kigali,Urban,269816.08,50.28,11.94,,Basic,"['Marketing', 'Project Management']",False,,Medium,7,True,Moderately Effective,5.0,19.4,50.66
19,Male,University,False,Construction,Construction,Informal,Southern,Rural,119381.75,85.05,17.63,,Intermediate,[],True,Business Development,Medium,4,True,Ineffective,10.0,19.4,43.91
20,Female,Primary or Less,False,Education,Education,Informal,Southern,Rural,233044.74,66.97,22.2,,Intermediate,['Coding'],True,Business Development,Medium,2,True,Ineffective,7.0,19.4,43.44
24,Female,TVET,False,ICT,ICT,Informal,Western,Rural,137898.47,45.93,27.59,,Intermediate,"['Marketing', 'Project Management']",True,Vocational Training,Medium,1,True,Ineffective,2.0,19.4,61.03
25,Female,Secondary,False,Education,Education,Informal,Southern,Rural,241095.41,76.54,10.31,,Intermediate,[],False,,High,7,True,Moderately Effective,11.0,19.4,59.18
16,Female,University,False,Construction,,,Western,Urban,,65.62,26.11,8.0,Basic,['Data Analysis'],True,Vocational Training,High,6,False,,,19.4,44.62
24,Female,Secondary,False,Retail,Retail,Formal,Eastern,Rural,118679.77,67.36,11.09,,Advanced,"['Marketing', 'Project Management']",False,,Low,2,True,Ineffective,6.0,19.4,40.25
18,Male,Secondary,True,Education,,,Kigali,Urban,,52.84,23.95,18.0,Intermediate,[],True,Vocational Training,Medium,2,False,,,19.4,50.21
20,Male,University,False,Agriculture,,,Eastern,Rural,,85.81,23.18,,Intermediate,['Data Analysis'],True,Vocational Training,Medium,8,False,,,19.4,78.06
